avgpathtokenlen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
3.6,0.708,0.031,0.167,0.185,3.833,0.044,0.75,0.046,0.077,-1,0.843,malware
3,0.679,0.604,2.462,0.245,2.769,0.889,0.423,0.076,0.099,0.109,0.847,malware
4.333,0.883,0.79,10.385,0.076,11.615,0.894,0.769,0.152,0.173,0.193,0.86,malware
2.667,0.63,0.511,1.741,0.294,2.148,0.81,0.889,0.044,0.07,0.085,0.751,Defacement
13.5,0.722,0.025,0.133,0.19,3.8,0.035,0.533,0.329,0.393,-1,0.851,malware
4.2,0.791,0.555,3.813,0.146,5.438,0.701,0.563,0.055,0.079,0.098,0.75,malware
2.667,0.87,0.824,8.167,0.101,8.625,0.947,0.417,0.101,0.117,0.122,0.757,Defacement
3.4,0.784,0.103,0.714,0.144,5.429,0.132,0.714,0.134,-1,0.4,0.747,malware
10.833,0.761,0.022,0.133,0.163,4.667,0.029,0.533,0.283,0.393,-1,0.851,malware
9.75,0.546,0.026,0.071,0.364,1.5,0.048,0.536,0.078,0.194,-1,0.77,malware
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
2.667,0.651,0.523,1.957,0.267,2.435,0.804,0.565,0.023,0.036,0.044,0.805,Defacement
2.667,0.761,0.636,4,0.159,4.786,0.836,0.786,0.046,0.061,0.071,0.836,malware
2.667,0.814,0.749,5.208,0.144,5.667,0.919,0.417,0.09,0.111,0.12,0.757,Defacement
2.667,0.652,0.528,1.958,0.27,2.417,0.81,0.708,0.045,0.07,0.085,0.78,Defacement
4,0.58,0.04,0.143,0.28,2.071,0.069,0.286,0,0,-1,0.709,Defacement
4.167,0.632,0.224,0.81,0.276,2.286,0.354,0.476,0.171,0.3,0.353,0.81,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
4,0.567,0.269,0.818,0.328,1.727,0.474,0.546,0.134,0.243,0.444,0.753,malware
6,0.716,0.03,0.167,0.179,4,0.042,0.583,0.313,0.667,-1,0.954,malware
6.429,0.818,0.016,0.125,0.127,6.438,0.019,0.875,0,0,-1,0.832,malware
2.75,0.848,0.739,7.286,0.101,8.357,0.872,0.429,0.036,0.045,0.049,0.798,Defacement
3.375,0.672,0.149,0.667,0.224,3,0.222,0.733,0.299,0.381,0.4,0.77,malware
2.667,0.244,0.049,0.083,0.585,0.417,0.2,0.583,0,0,-1,0.766,Defacement
3.429,0.652,0.044,0.125,0.348,1.875,0.067,0.813,0.261,0,-1,0.801,malware
3.5,0.739,0.462,3,0.154,4.8,0.625,0.7,0.077,0.132,0.167,0.94,malware
2.667,0.767,0.64,4.231,0.151,5.077,0.833,0.539,0.047,0.062,0.073,0.818,Defacement
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
2.667,0.679,0.548,2.3,0.238,2.85,0.807,0.4,0,0,0,0.789,Defacement
2.8,0.92,0.839,16.5,0.051,18.083,0.912,0.5,0.089,0.101,0.106,0.843,Defacement
23.333,0.74,0.126,0.652,0.193,3.826,0.171,0.391,0.336,0.5,0.067,0.858,malware
1.333,0.182,0.061,0.1,0.606,0.3,0.333,0.45,0.061,0,-1,0.867,Defacement
2.667,0.758,0.672,3.583,0.188,4.042,0.887,0.583,0.055,0.073,0.081,0.823,Defacement
3.727,0.722,0.186,0.9,0.206,3.5,0.257,0.7,0.041,-1,0,0.852,malware
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
2.2,0.744,0.558,3.2,0.174,4.267,0.75,0.8,0.116,0.123,0.146,0.932,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.747,malware
2.5,0.489,0.192,0.529,0.362,1.353,0.391,0.588,0.021,0.056,0.111,0.788,Defacement
2.75,0.513,0.128,0.417,0.308,1.667,0.25,1,0.256,0.143,0.4,0.684,Defacement
2.2,0.744,0.558,3.2,0.174,4.267,0.75,0.8,0.116,0.123,0.146,0.932,malware
3,0.216,0.039,0.061,0.647,0.333,0.182,0.333,0,0,-1,0.785,Defacement
4,0.359,0.051,0.111,0.462,0.778,0.143,0.611,0,0,-1,0.857,Defacement
2.8,0.818,0.674,5.235,0.129,6.353,0.824,0.588,0.265,0.327,0.393,0.845,Defacement
3.667,0.382,0.059,0.143,0.412,0.929,0.154,0.5,0,0,-1,0.836,Defacement
3.5,0.482,0.148,0.381,0.389,1.238,0.308,0.286,0.037,0.08,0.25,0.802,Defacement
3.857,0.688,0.042,0.133,0.313,2.2,0.061,0.4,0,0,-1,0.817,malware
7.167,0.696,0.029,0.143,0.203,3.429,0.042,0.5,0.319,0.8,-1,0.812,malware
2.667,0.629,0.506,1.731,0.292,2.154,0.804,0.385,0.023,0.036,0.044,0.847,Defacement
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0.013,0,-1,0.87,malware
3.75,0.727,0.026,0.143,0.182,4,0.036,0.786,0.026,0.04,-1,0.925,malware
3.667,0.773,0.587,4.4,0.133,5.8,0.759,0.7,0.16,0.211,0.273,0.88,malware
4.333,0.744,0.128,0.769,0.167,4.462,0.172,0.539,0.09,0.148,0.4,0.86,malware
3.5,0.766,0.604,3.526,0.171,4.474,0.788,0.421,0.081,0.117,0.134,0.833,Defacement
3.2,0.513,0.051,0.105,0.487,1.053,0.1,0.842,0,0,-1,0.901,malware
2.2,0.744,0.558,3.2,0.174,4.267,0.75,0.8,0.116,0.123,0.146,0.932,malware
4.636,0.726,0.024,0.125,0.191,3.813,0.033,0.563,0.321,0.487,-1,0.875,malware
2.667,0.761,0.636,4,0.159,4.786,0.836,0.786,0.057,0.076,0.089,0.836,malware
9.167,0.732,0.024,0.133,0.183,4,0.033,0.533,0.317,0.44,-1,0.851,malware
6.091,0.857,0.022,0.333,0.066,13,0.026,0.667,0.099,0,-1,1,malware
5.833,0.69,0.035,0.182,0.19,3.636,0.05,0.727,0,0,-1,0.895,Defacement
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
2.667,0.816,0.75,5.25,0.143,5.708,0.92,0.417,0.107,-1,-1,0.721,Defacement
4.333,0.725,0.125,0.667,0.188,3.867,0.172,0.533,0.1,0.148,0.4,0.817,malware
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
2.667,0.778,0.656,4.539,0.144,5.385,0.843,0.308,0.011,0.015,0.017,0.818,Defacement
2.6,0.515,0.061,0.222,0.273,1.889,0.118,0.667,0.03,0.091,-1,0.93,Defacement
5.875,0.659,0.024,0.095,0.256,2.571,0.037,0.714,0.024,0.063,-1,0.87,malware
6.333,0.672,0.031,0.143,0.219,3.071,0.047,0.714,0.484,0.81,-1,0.798,malware
2.333,0.36,0.08,0.222,0.36,1,0.222,0.667,0.08,0,-1,1,Defacement
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
5.143,0.583,0.028,0.087,0.319,1.826,0.048,0.522,0.333,0.778,-1,0.779,malware
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
6.273,0.86,0.022,0.333,0.065,13.333,0.025,0.667,0.097,0,-1,1,malware
5,0.738,0.025,0.143,0.175,4.214,0.034,0.786,0.013,0.032,-1,0.925,malware
2.455,0.696,0.145,0.714,0.203,3.429,0.208,0.571,0.174,-1,0.4,0.723,malware
7.167,0.696,0.029,0.143,0.203,3.429,0.042,0.5,0.319,0.8,-1,0.798,malware
7.875,0.737,0.021,0.111,0.19,3.889,0.029,0.611,0.495,0.633,-1,0.724,malware
3.25,0.667,0.313,1.667,0.188,3.556,0.469,0.778,0.083,0.039,0.067,1,Defacement
2.6,0.747,0.54,3.133,0.172,4.333,0.723,0.533,0.184,0.214,0.255,0.817,malware
4.333,0.883,0.79,10.385,0.076,11.615,0.894,0.769,0.152,0.173,0.193,0.86,malware
1,0.691,0.618,3,0.206,3.357,0.894,0.714,0.088,0,0,0.784,malware
2.667,0.692,0.523,2.615,0.2,3.462,0.756,0.846,0.031,0.046,0.059,0.875,malware
2.667,0.732,0.619,3.158,0.196,3.737,0.845,0.684,0.052,0.071,0.083,0.808,Defacement
9,0.756,0.026,0.167,0.154,4.917,0.034,0.583,0.474,0.568,-1,0.907,malware
2.5,0.5,0.208,0.588,0.354,1.412,0.417,0.588,0.042,0.105,0.2,0.788,Defacement
2.667,0.735,0.652,3.071,0.212,3.464,0.887,0.429,0.053,0.073,0.081,0.73,Defacement
2.667,0.712,0.562,2.929,0.192,3.714,0.789,0.786,0,0,0,0.836,malware
2.667,0.685,0.562,2.381,0.236,2.905,0.82,0.524,0.023,0.033,0.04,0.78,Defacement
4.5,0.672,0.031,0.143,0.219,3.071,0.047,0.786,0.063,0.121,-1,0.925,malware
4.556,0.702,0.107,0.5,0.214,3.278,0.153,0.611,0.036,0.107,0.333,0.83,malware
4.6,0.677,0.265,1.2,0.221,3.067,0.391,0.733,0.103,0,0,0.77,malware
4.667,0.704,0.028,0.143,0.197,3.571,0.04,0.786,0.014,0.046,-1,0.925,malware
2.8,0.593,0.271,0.941,0.288,2.059,0.457,0.588,0.068,0.133,0.25,0.788,Defacement
3.75,0.583,0.188,0.692,0.271,2.154,0.321,0.462,0.104,0.185,0.444,0.751,Defacement
2.667,0.761,0.636,4,0.159,4.786,0.836,0.786,0.057,0.076,0.089,0.836,malware
8,0.433,0.033,0.074,0.45,0.963,0.077,0.741,0,0,-1,0.795,malware
2.667,0.655,0.529,2,0.264,2.478,0.807,0.565,0.035,0.054,0.065,0.805,Defacement
4.6,0.663,0.024,0.095,0.253,2.619,0.036,0.571,0.349,0.61,-1,0.854,malware
3.6,0.769,0.517,3.357,0.154,5,0.671,0.571,0.176,0.207,0.255,0.784,malware
7.875,0.737,0.021,0.111,0.19,3.889,0.029,0.611,0.484,-1,-1,0.724,malware
3.75,0.559,0.029,0.087,0.338,1.652,0.053,0.696,0,0,-1,0.813,malware
4.222,0.667,0.029,0.125,0.232,2.875,0.044,0.375,0.015,0,-1,0.832,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2,0.25,0.063,0.118,0.531,0.471,0.25,0.412,0.063,1,-1,0.806,Defacement
3.75,0.727,0.026,0.143,0.182,4,0.036,0.786,0.013,0.02,-1,0.925,malware
3,0.681,0.449,2.067,0.217,3.133,0.66,0.333,0.044,0.073,0.097,0.804,Defacement
5,0.738,0.025,0.143,0.175,4.214,0.034,0.786,0.013,0.032,-1,0.925,malware
2.667,0.744,0.616,3.533,0.174,4.267,0.828,0.6,0.047,0.064,0.076,0.782,Defacement
1,0.682,0.606,2.857,0.212,3.214,0.889,0.571,0.076,0.024,0.025,0.747,malware
5.167,0.554,0.031,0.091,0.339,1.636,0.056,0.409,0,0,-1,0.781,Defacement
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
2.8,0.789,0.578,4.333,0.133,5.917,0.732,0.5,0.044,0.065,0.077,0.843,Defacement
7,0.7,0.022,0.1,0.222,3.15,0.032,0.35,0.333,0.593,-1,0.821,malware
2.667,0.763,0.645,4,0.161,4.733,0.845,0.6,0.065,0.086,0.1,0.782,Defacement
3.778,0.627,0.03,0.111,0.269,2.333,0.048,0.611,0,0,-1,0.83,malware
3.5,0.782,0.63,3.947,0.16,4.895,0.807,0.421,0.059,0.082,0.093,0.833,Defacement
4.333,0.882,0.788,10.308,0.077,11.539,0.893,0.769,0.147,0.168,0.187,0.86,malware
2.8,0.804,0.608,4.917,0.124,6.5,0.756,0.5,0.083,0.116,0.136,0.843,Defacement
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
5.818,0.807,0.022,0.182,0.118,6.818,0.027,0.727,0,0,-1,0.895,malware
5.5,0.787,0.096,0.692,0.138,5.692,0.122,0.846,0.032,0.136,0.333,0.818,malware
3.25,0.61,0.195,0.889,0.22,2.778,0.32,0.778,0.146,0.158,0.375,1,Defacement
4.5,0.709,0.025,0.125,0.203,3.5,0.036,0.375,0.101,0,-1,0.832,Defacement
2.455,0.686,0.143,0.667,0.214,3.2,0.208,0.533,0.171,-1,0.4,0.817,malware
2.667,0.69,0.58,2.417,0.24,2.875,0.841,0.583,0.02,0.029,0.035,0.766,Defacement
2.667,0.886,0.819,11.333,0.072,12.25,0.925,0.75,0.036,0.041,0.044,0.843,Defacement
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
4.462,0.845,0.024,0.333,0.071,11.833,0.028,0.667,0.107,0,-1,1,malware
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.645,0.527,1.885,0.28,2.308,0.817,0.615,0.022,0.034,0.041,0.84,Defacement
2.667,0.811,0.727,5.333,0.136,5.944,0.897,0.333,0.046,0.057,0.063,0.857,Defacement
3.75,0.327,0.036,0.067,0.546,0.6,0.111,0.667,0,0,-1,0.786,Defacement
5.125,0.658,0.027,0.111,0.247,2.667,0.042,0.611,0,0,-1,0.83,malware
4.7,0.659,0.024,0.091,0.259,2.546,0.036,0.5,0.294,0.558,-1,0.801,malware
4.5,0.709,0.025,0.125,0.203,3.5,0.036,0.375,0.101,0,-1,0.832,Defacement
3.429,0.5,0.033,0.087,0.383,1.304,0.067,0.478,0.067,0.15,-1,0.767,malware
3.2,0.722,0.456,2.4,0.19,3.8,0.632,0.533,0.051,0,0,0.817,malware
5.818,0.771,0.021,0.133,0.156,4.933,0.027,0.6,0.365,0.529,-1,0.829,malware
2.667,0.853,0.772,8.077,0.096,8.923,0.905,0.539,0.052,0.061,0.067,0.818,Defacement
2.667,0.263,0.053,0.095,0.553,0.476,0.2,0.286,0,0,-1,0.802,Defacement
4.6,0.812,0.029,0.333,0.087,9.333,0.036,0.667,0.13,0,-1,1,malware
5.571,0.643,0.029,0.111,0.257,2.5,0.044,0.611,0.371,0.8,-1,0.83,malware
3.4,0.5,0.048,0.143,0.333,1.5,0.095,0.286,0,0,-1,0.709,Defacement
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0.013,0,-1,0.87,malware
3,0.646,0.479,1.704,0.281,2.296,0.742,0.889,0.031,0.054,0.065,0.751,Defacement
5.571,0.703,0.031,0.167,0.188,3.75,0.044,0.75,0,0,-1,0.861,malware
4.75,0.692,0.031,0.154,0.2,3.462,0.044,0.846,0,0,-1,0.818,malware
5.833,0.615,0.031,0.111,0.277,2.222,0.05,0.889,0,0,-1,0.787,malware
2.8,0.586,0.259,0.882,0.293,2,0.441,0.588,0.052,0.103,0.2,0.788,Defacement
12.2,0.747,0.023,0.133,0.172,4.333,0.031,0.533,0.299,0.344,-1,0.851,malware
4,0.609,0.031,0.111,0.281,2.167,0.051,0.611,0,0,-1,0.83,malware
2.667,0.799,0.716,4.8,0.149,5.35,0.897,0.4,0.03,0.038,0.042,0.789,Defacement
2.2,0.744,0.558,3.2,0.174,4.267,0.75,0.8,0.116,0.123,0.146,0.932,malware
3.5,0.828,0.672,6,0.112,7.385,0.813,0.539,0.172,0.227,0.256,0.86,Defacement
3.2,0.747,0.494,2.929,0.169,4.429,0.661,0.714,0.072,0,0,0.784,malware
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.056,0.075,0.088,0.836,malware
4.4,0.671,0.025,0.105,0.241,2.79,0.038,0.632,0.304,0.765,-1,0.833,malware
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
2.667,0.766,0.686,3.76,0.183,4.2,0.895,0.44,0.051,0.067,0.075,0.832,Defacement
6.385,0.819,0.017,0.143,0.121,6.786,0.021,0.286,0.336,0.475,-1,0.836,malware
5,0.671,0.029,0.125,0.229,2.938,0.043,0.875,0,0,-1,0.832,malware
6.2,0.717,0.02,0.095,0.212,3.381,0.028,0.714,0.04,0.118,-1,0.87,malware
3.083,0.716,0.03,0.167,0.179,4,0.042,0.75,0.239,-1,-1,0.843,malware
3.091,0.595,0.027,0.087,0.311,1.913,0.046,0.565,0.041,0,-1,0.786,malware
3.5,0.544,0.228,0.684,0.333,1.632,0.419,0.632,0.035,0.087,0.154,0.743,Defacement
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0.013,0,-1,0.87,malware
4.286,0.529,0.029,0.08,0.368,1.44,0.056,0.72,0,0,-1,0.774,malware
4.556,0.7,0.029,0.143,0.2,3.5,0.041,0.571,0.329,0.708,-1,0.737,malware
4.778,0.732,0.028,0.167,0.169,4.333,0.039,0.75,0,0,-1,0.843,malware
2.529,0.747,0.025,0.154,0.165,4.539,0.034,0.769,0.101,-1,-1,0.901,malware
5.091,0.759,0.023,0.143,0.161,4.714,0.03,0.786,0,0,-1,0.925,malware
4.286,0.493,0.027,0.067,0.411,1.2,0.056,0.9,0,0,-1,0.775,malware
2.667,0.737,0.626,3.263,0.192,3.842,0.849,0.526,0.061,0.083,0.097,0.758,Defacement
2.667,0.761,0.641,3.933,0.163,4.667,0.843,0.6,0.054,0.073,0.085,0.782,Defacement
4.625,0.667,0.03,0.133,0.227,2.933,0.046,0.8,0.046,0,-1,0.851,malware
9.25,0.724,0.394,1.852,0.213,3.407,0.544,0.444,0.118,0.098,0.1,0.784,malware
5,0.547,0.031,0.091,0.344,1.591,0.057,0.409,0,0,-1,0.781,Defacement
3.6,0.704,0.38,1.929,0.197,3.571,0.54,0.571,0.239,0.342,0.444,0.784,malware
3.6,0.769,0.517,3.357,0.154,5,0.671,0.571,0.176,0.207,0.255,0.784,malware
5,0.621,0.03,0.111,0.273,2.278,0.049,0.889,0,0,-1,0.787,malware
3,0.821,0.67,5.917,0.113,7.25,0.816,0.75,0.028,0.037,0.042,0.861,malware
5.375,0.725,0.029,0.167,0.174,4.167,0.04,0.417,0.319,-1,-1,0.843,malware
3,0.447,0.132,0.357,0.368,1.214,0.294,0.643,0.026,0.063,0.2,0.887,Defacement
3.2,0.72,0.44,2.357,0.187,3.857,0.611,0.714,0.08,0,0,0.747,malware
2.667,0.725,0.612,3,0.204,3.55,0.845,0.65,0.041,0.057,0.067,0.806,Defacement
5.444,0.64,0.023,0.08,0.281,2.28,0.035,0.72,0,0,-1,0.774,malware
6,0.658,0.356,1.444,0.247,2.667,0.542,0.444,0,0,0,0.82,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.747,malware
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
4.6,0.677,0.265,1.2,0.221,3.067,0.391,0.733,0.103,0,0,0.77,malware
2.5,0.769,0.65,3.8,0.171,4.5,0.844,0.65,0.051,0.07,0.079,0.821,Defacement
3.727,0.722,0.186,0.9,0.206,3.5,0.257,0.7,0.041,-1,0,0.852,malware
3.333,0.747,0.611,3.412,0.179,4.177,0.817,0.588,0.316,0.429,0.517,0.845,Defacement
4.615,0.849,0.023,0.333,0.07,12.167,0.027,0.667,0.128,0.033,-1,1,malware
5.375,0.63,0.025,0.087,0.284,2.217,0.039,0.696,0,0,-1,0.813,malware
3.375,0.672,0.149,0.667,0.224,3,0.222,0.733,0.299,0.381,0.4,0.77,malware
2.667,0.773,0.673,4.111,0.164,4.722,0.871,0.833,0.091,0.119,0.135,0.867,Defacement
3.125,0.672,0.156,0.714,0.219,3.071,0.233,0.714,0.172,0.2,0.4,0.798,malware
3.5,0.782,0.63,3.947,0.16,4.895,0.807,0.421,0.059,0.082,0.093,0.833,Defacement
2.667,0.722,0.639,2.833,0.226,3.2,0.885,0.667,0.03,0.042,0.047,0.781,Defacement
3,0.262,0.048,0.083,0.571,0.458,0.182,0.583,0,0,-1,0.823,Defacement
2.333,0.719,0.547,3.182,0.172,4.182,0.761,0.727,0.031,0.056,0.057,0.947,malware
2.667,0.796,0.712,4.7,0.152,5.25,0.895,0.65,0.053,0.067,0.075,0.806,Defacement
2.667,0.72,0.61,2.905,0.21,3.429,0.847,0.524,0.04,0.056,0.066,0.832,Defacement
6,0.658,0.356,1.444,0.247,2.667,0.542,0.444,0,0,0,0.82,malware
2.667,0.286,0.057,0.111,0.514,0.556,0.2,0.333,0,0,-1,0.857,Defacement
6.909,0.782,0.018,0.118,0.155,5.059,0.023,0.588,0.273,0.535,-1,0.885,malware
4.75,0.616,0.027,0.095,0.288,2.143,0.044,0.714,0,0,-1,0.87,malware
2.667,0.744,0.603,3.615,0.167,4.462,0.81,0.769,0.051,0.07,0.085,0.86,Defacement
5.333,0.727,0.026,0.143,0.182,4,0.036,0.786,0.052,0.143,-1,0.925,malware
3.2,0.5,0.05,0.1,0.5,1,0.1,0.85,0,0,-1,0.783,malware
2.5,0.738,0.475,2.714,0.175,4.214,0.644,0.5,0.25,0.444,0.526,0.836,malware
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
1,0.771,0.719,4.6,0.156,4.933,0.932,0.8,0.073,0.1,0.101,0.864,malware
4.429,0.854,0.023,0.333,0.067,12.667,0.026,0.667,0.101,0,-1,1,malware
3.143,0.651,0.047,0.133,0.349,1.867,0.071,0.667,0,0,-1,0.817,malware
3.6,0.55,0.05,0.111,0.45,1.222,0.091,0.667,0.025,0,-1,0.84,malware
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0.013,0,-1,0.87,malware
5,0.52,0.16,0.471,0.34,1.529,0.308,0.588,0.02,0.04,0.125,0.845,Defacement
3.2,0.731,0.462,2.571,0.18,4.071,0.632,0.714,0.077,0,0,0.747,malware
3.75,0.753,0.519,3.231,0.161,4.692,0.689,0.769,0.21,0.283,0.333,0.86,malware
4.333,0.883,0.79,10.385,0.076,11.615,0.894,0.769,0.152,0.173,0.193,0.86,malware
4.25,0.641,0.031,0.125,0.25,2.563,0.049,0.563,0,0,-1,0.75,malware
3.2,0.73,0.446,2.539,0.176,4.154,0.611,0.539,0.041,0,0,0.86,malware
12.667,0.72,0.173,0.929,0.187,3.857,0.241,0.714,0.32,0.5,0.154,0.836,malware
2.667,0.728,0.593,3.2,0.185,3.933,0.814,0.4,0.062,0.086,0.104,0.804,Defacement
2.667,0.594,0.422,1.421,0.297,2,0.711,0.474,0.031,0.054,0.074,0.783,Defacement
4.167,0.763,0.025,0.167,0.15,5.083,0.033,0.417,0.363,0.571,-1,0.768,malware
4.625,0.657,0.03,0.125,0.239,2.75,0.046,0.375,0,0,-1,0.832,Defacement
2.667,0.845,0.776,6.944,0.112,7.556,0.919,0.333,0.05,0.059,0.064,0.857,Defacement
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
4.625,0.667,0.03,0.133,0.227,2.933,0.046,0.8,0.046,0,-1,0.851,malware
2.667,0.843,0.784,6.591,0.119,7.091,0.93,0.546,0.049,0.058,0.062,0.829,Defacement
2.333,0.273,0.061,0.118,0.515,0.529,0.222,0.588,0,0,-1,0.845,Defacement
3.6,0.769,0.517,3.357,0.154,5,0.671,0.571,0.176,0.207,0.255,0.784,malware
2.667,0.345,0.069,0.167,0.414,0.833,0.2,1,0.276,0,-1,0.684,Defacement
9.5,0.738,0.024,0.133,0.179,4.133,0.032,0.533,0.31,0.379,-1,0.851,malware
3,0.474,0.316,0.727,0.434,1.091,0.667,0.303,0.053,0.114,0.167,0.791,Defacement
4.75,0.616,0.027,0.095,0.288,2.143,0.044,0.714,0,0,-1,0.87,malware
5.375,0.704,0.028,0.143,0.197,3.571,0.04,0.786,0.056,0.182,-1,0.925,malware
5.571,0.692,0.031,0.154,0.2,3.462,0.044,0.769,0,0,-1,0.818,malware
6.833,0.719,0.031,0.182,0.172,4.182,0.044,1,0.281,0.375,-1,0.823,malware
5,0.627,0.179,0.667,0.269,2.333,0.286,0.5,0.269,0.2,0.417,0.893,malware
4.625,0.688,0.031,0.154,0.203,3.385,0.046,0.846,0,0,-1,0.818,malware
5,0.786,0.024,0.182,0.131,6,0.03,0.727,0,0,-1,0.895,malware
2.6,0.472,0.056,0.167,0.333,1.417,0.118,1,0.278,0.222,-1,0.684,Defacement
7.667,0.708,0.028,0.143,0.194,3.643,0.039,0.571,0.306,0.645,-1,0.873,malware
7.778,0.788,0.02,0.143,0.141,5.571,0.026,0.5,0.081,0.2,-1,0.836,malware
4,0.6,0.031,0.105,0.292,2.053,0.051,0.632,0,0,-1,0.783,malware
4.667,0.537,0.222,0.667,0.333,1.611,0.414,0.444,0,0,0,0.847,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.722,0.608,2.95,0.206,3.5,0.843,0.65,0.031,0.044,0.051,0.806,Defacement
2.75,0.693,0.545,2.292,0.238,2.917,0.786,0.708,0.04,0.062,0.073,0.761,Defacement
3.75,0.753,0.519,3.231,0.161,4.692,0.689,0.769,0.21,0.283,0.333,0.86,malware
3.875,0.745,0.039,0.154,0.255,2.923,0.053,0.539,0,0,-1,0.834,malware
3,0.511,0.244,0.733,0.333,1.533,0.478,0.8,0.022,0.046,0.091,0.932,Defacement
5.308,0.863,0.021,0.333,0.063,13.667,0.024,0.667,0.095,0,-1,1,malware
1,0.768,0.716,4.533,0.158,4.867,0.932,0.533,0.053,0.015,0.015,0.817,malware
13.5,0.722,0.025,0.133,0.19,3.8,0.035,0.533,0.329,0.393,-1,0.851,malware
10.833,0.761,0.022,0.133,0.163,4.667,0.029,0.533,0.283,0.393,-1,0.851,malware
4.2,0.532,0.043,0.133,0.319,1.667,0.08,0.533,0.128,0.177,-1,0.885,Defacement
2.667,0.737,0.592,3.462,0.171,4.308,0.804,0.846,0.026,0.036,0.044,0.875,malware
2.667,0.804,0.725,5,0.145,5.55,0.901,0.4,0.022,0.027,0.03,0.789,Defacement
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.784,malware
2.667,0.743,0.634,3.368,0.188,3.947,0.853,0.684,0.03,0.041,0.047,0.808,Defacement
6.333,0.662,0.031,0.133,0.231,2.867,0.047,0.6,0.446,0.81,-1,0.898,malware
2.667,0.723,0.614,2.952,0.208,3.476,0.849,0.524,0.03,0.042,0.048,0.78,Defacement
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0.013,0,-1,0.87,malware
3,0.306,0.056,0.111,0.5,0.611,0.182,0.667,0,0,-1,0.84,Defacement
2.75,0.697,0.528,2.35,0.225,3.1,0.758,0.7,0.045,0.07,0.085,0.783,Defacement
2.667,0.49,0.275,0.737,0.373,1.316,0.56,0.684,0.059,0.125,0.214,0.808,Defacement
2.667,0.807,0.706,5.5,0.128,6.286,0.875,0.786,0.046,0.058,0.065,0.963,Defacement
7,0.723,0.031,0.182,0.169,4.273,0.043,1,0.277,0.375,-1,0.823,malware
5.125,0.676,0.028,0.125,0.225,3,0.042,0.813,0,0,-1,0.895,malware
12.2,0.747,0.023,0.133,0.172,4.333,0.031,0.533,0.299,0.344,-1,0.851,malware
4.375,0.667,0.093,0.389,0.24,2.778,0.14,0.889,0.013,0,0,0.787,malware
2.667,0.639,0.526,1.821,0.289,2.214,0.823,0.429,0.052,0.082,0.098,0.73,Defacement
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
